,ts_code,name,limit_amount,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,industry
72,002819.SZ,东方中科,4,20190918,28.5,29.84,26.68,29.84,27.13,2.71,9.9889,319598,929917.131,电器仪表
0,002819.SZ,东方中科,5,20190919,28.61,32.82,27.91,32.82,29.84,2.98,9.9866,259548,770863.55,电器仪表
1,002819.SZ,东方中科,6,20190920,34.35,36.1,33.64,36.1,32.82,3.28,9.9939,280915,984139.71,电器仪表
2,002917.SZ,金奥博,5,20190923,21.38,24.9,21.3,24.9,22.64,2.26,9.9823,261652,620504.121,化工原料
3,002552.SZ,宝鼎科技,5,20190924,13.94,13.94,13.94,13.94,12.67,1.27,10.0237,7201,10038.194,机械基件
4,002786.SZ,银宝山新,5,20190924,11.08,11.95,11.08,11.95,10.86,1.09,10.0368,347921,405694.692,专用机械
5,002552.SZ,宝鼎科技,6,20190925,15.33,15.33,15.33,15.33,13.94,1.39,9.9713,8852,13570.146,机械基件
6,002552.SZ,宝鼎科技,7,20190926,15.9,16.86,15.4,16.86,15.33,1.53,9.9804,521290,852154.097,机械基件
7,603956.SH,威派格,3,20190927,23.82,25.2,23.59,25.2,22.91,2.29,9.9956,131876,325252.778,专用机械
8,002942.SZ,新农股份,3,20190930,30.8,34.73,30.08,34.73,31.57,3.16,10.0095,146966,491050.806,农药化肥
9,603933.SH,睿能科技,3,20190930,17.0,20.52,17.0,20.52,18.65,1.87,10.0268,263310,494224.384,纺织机械
10,300729.SZ,乐歌股份,3,20190930,28.0,30.15,28.0,30.15,27.41,2.74,9.9964,79523,234646.367,家居用品
11,300729.SZ,乐歌股份,4,20191008,31.18,33.17,29.0,33.17,30.15,3.02,10.0166,124870,399360.469,家居用品
12,002552.SZ,宝鼎科技,3,20191009,22.0,23.45,22.0,23.45,21.32,2.13,9.9906,208404,476875.615,机械基件
13,002552.SZ,宝鼎科技,4,20191010,25.38,25.8,24.44,25.8,23.45,2.35,10.0213,167708,426169.907,机械基件
14,002800.SZ,天顺股份,4,20191011,34.5,35.52,34.0,35.52,32.29,3.23,10.0031,83581,294560.818,仓储物流
15,300598.SZ,诚迈科技,4,20191011,51.47,51.47,51.47,51.47,46.79,4.68,10.0021,6424,33064.328,软件服务
16,300598.SZ,诚迈科技,5,20191014,56.62,56.62,56.62,56.62,51.47,5.15,10.0058,24617,139384.511,软件服务
17,002800.SZ,天顺股份,5,20191014,39.07,39.07,38.7,39.07,35.52,3.55,9.9944,29332,114584.275,仓储物流
18,300598.SZ,诚迈科技,6,20191015,62.28,62.28,60.0,62.28,56.62,5.66,9.9965,127775,793419.304,软件服务
19,300598.SZ,诚迈科技,7,20191016,68.51,68.51,68.51,68.51,62.28,6.23,10.0032,19166,131306.608,软件服务
20,300792.SZ,壹网壹创,3,20191017,130.05,130.05,130.05,130.05,118.23,11.82,9.9975,2459,31986.967,互联网
21,300792.SZ,壹网壹创,4,20191018,138.0,143.06,131.01,143.06,130.05,13.01,10.0038,50702,703724.677,互联网
22,000662.SZ,*ST天夏,3,20191021,4.8,5.47,4.47,5.47,4.97,0.5,10.0604,769530,391239.308,软件服务
23,600223.SH,鲁商发展,3,20191022,5.49,5.49,5.49,5.49,4.99,0.5,10.02,27169,14916.017,区域地产
24,600876.SH,洛阳玻璃,3,20191022,13.98,14.16,13.52,14.16,12.87,1.29,10.0233,196134,275709.908,玻璃
25,603477.SH,巨星农牧,3,20191022,14.5,15.31,14.2,15.31,13.92,1.39,9.9856,288955,432112.66,纺织
26,600223.SH,鲁商发展,4,20191023,6.04,6.04,6.04,6.04,5.49,0.55,10.0182,21443,12951.753,区域地产
27,603477.SH,巨星农牧,4,20191023,16.0,16.84,15.8,16.84,15.31,1.53,9.9935,286256,474941.802,纺织
28,600223.SH,鲁商发展,5,20191024,6.64,6.64,6.64,6.64,6.04,0.6,9.9338,32399,21513.58,区域地产
29,600223.SH,鲁商发展,6,20191025,7.3,7.3,7.3,7.3,6.64,0.66,9.9398,784119,572407.096,区域地产
30,300551.SZ,古鳌科技,5,20191028,24.84,24.84,23.8,24.84,22.58,2.26,10.0089,200215,496796.792,IT设备
31,300089.SZ,文化长城,4,20191029,4.92,4.92,4.92,4.92,4.47,0.45,10.0671,82940,40806.568,文教休闲
32,300089.SZ,文化长城,5,20191030,4.8,5.41,4.43,5.41,4.92,0.49,9.9593,1354373,677308.014,文教休闲
33,300089.SZ,文化长城,6,20191031,5.35,5.95,5.0,5.95,5.41,0.54,9.9815,1032141,570167.779,文教休闲
34,600615.SH,丰华股份,3,20191101,9.8,10.29,9.41,10.29,9.35,0.94,10.0535,250100,247914.961,小金属
35,002799.SZ,环球印务,3,20191104,19.58,19.58,18.81,19.58,17.8,1.78,10.0,147599,287499.041,广告包装
36,603825.SH,华扬联众,3,20191105,16.0,16.13,15.63,16.13,14.66,1.47,10.0273,243116,390752.008,互联网
37,000673.SZ,*ST当代,3,20191105,3.43,3.85,3.42,3.85,3.5,0.35,10.0,915075,334938.054,影视音像
38,000673.SZ,*ST当代,4,20191106,4.05,4.24,3.92,4.24,3.85,0.39,10.1299,1242031,516002.214,影视音像
39,688023.SH,安恒信息,5,20191107,94.7,118.8,94.7,114.44,88.51,25.93,29.2961,65277,687020.097,软件服务
40,000673.SZ,*ST当代,5,20191107,4.35,4.66,3.95,4.66,4.24,0.42,9.9057,1361423,590364.624,影视音像
41,603022.SH,新通联,2,20191108,14.18,15.49,14.0,15.49,14.08,1.41,10.0142,187533,282178.391,广告包装
42,603031.SH,安德利,2,20191108,18.99,19.88,18.72,19.88,18.07,1.81,10.0166,34304,67084.823,百货
43,300800.SZ,力合科技,2,20191108,80.0,88.23,78.96,88.23,80.21,8.02,9.9988,56133,476588.379,电器仪表
44,000935.SZ,四川双马,2,20191108,17.0,17.74,16.72,17.74,16.13,1.61,9.9814,653516,1145608.478,水泥
45,002897.SZ,意华股份,2,20191108,26.2,27.73,25.72,27.73,25.21,2.52,9.996,223858,605148.219,元器件
46,688166.SH,博瑞医药,2,20191108,27.77,33.3,27.13,30.61,12.71,17.9,140.834,261979,779501.168,化学制药
47,002201.SZ,九鼎新材,2,20191111,20.79,23.0,20.52,23.0,20.91,2.09,9.9952,590052,1293164.064,玻璃
48,300541.SZ,先进数通,2,20191111,23.46,26.49,23.1,26.49,24.08,2.41,10.0083,354683,906372.598,软件服务
49,002330.SZ,得利斯,2,20191112,8.8,9.32,8.57,9.32,8.47,0.85,10.0354,574372,517649.827,食品
50,300004.SZ,南风股份,2,20191112,5.49,6.17,5.42,6.17,5.61,0.56,9.9822,386617,222969.814,电气设备
51,603179.SH,新泉股份,2,20191112,16.88,17.15,16.3,17.15,15.59,1.56,10.0064,156393,264147.194,汽车配件
52,002552.SZ,宝鼎科技,2,20191112,20.11,21.9,20.1,21.9,19.91,1.99,9.995,440865,949556.705,机械基件
53,002330.SZ,得利斯,3,20191113,9.8,10.25,9.33,10.25,9.32,0.93,9.9785,519696,514663.125,食品
54,002552.SZ,宝鼎科技,3,20191113,22.42,24.09,20.11,24.09,21.9,2.19,10.0,493226,1098354.291,机械基件
55,002552.SZ,宝鼎科技,4,20191114,23.66,26.5,23.5,26.5,24.09,2.41,10.0042,373976,961376.985,机械基件
56,002552.SZ,宝鼎科技,5,20191115,27.0,29.15,25.36,29.15,26.5,2.65,10.0,423721,1171029.586,机械基件
57,002502.SZ,*ST鼎龙,3,20191118,3.4,3.48,3.3,3.48,3.16,0.32,10.1266,1225369,423355.11,影视音像
58,002502.SZ,*ST鼎龙,4,20191119,3.39,3.83,3.39,3.83,3.48,0.35,10.0575,889460,326476.387,影视音像
59,002502.SZ,*ST鼎龙,5,20191120,4.18,4.21,4.09,4.21,3.83,0.38,9.9217,1048132,440082.635,影视音像
60,000835.SZ,*ST长动,3,20191121,4.02,4.38,3.76,4.38,3.98,0.4,10.0503,489897,200781.887,影视音像
61,000835.SZ,*ST长动,4,20191122,4.55,4.82,4.55,4.82,4.38,0.44,10.0457,420742,200776.528,影视音像
62,000835.SZ,*ST长动,5,20191125,4.86,5.3,4.34,5.3,4.82,0.48,9.9585,751925,363703.62,影视音像
63,603555.SH,*ST贵人,4,20191126,4.68,5.15,4.53,5.15,4.68,0.47,10.0427,458791,226832.484,服饰
64,600678.SH,四川金顶,3,20191127,5.7,6.13,5.46,6.13,5.57,0.56,10.0539,778534,458203.826,水泥
65,600359.SH,新农开发,2,20191128,5.48,5.9,5.46,5.9,5.36,0.54,10.0746,376481,214984.678,农业综合
66,300277.SZ,海联讯,2,20191128,9.51,10.32,9.51,10.32,9.38,0.94,10.0213,277658,277186.473,软件服务
67,600243.SH,*ST海华,2,20191128,4.7,4.73,4.7,4.73,4.3,0.43,10.0,67475,31837.99,机床制造
68,600243.SH,*ST海华,3,20191129,5.08,5.2,4.86,5.2,4.73,0.47,9.9366,478358,243498.887,机床制造
69,600243.SH,*ST海华,4,20191202,5.49,5.72,5.4,5.72,5.2,0.52,10.0,389794,219911.296,机床制造
70,300643.SZ,万通智控,3,20191203,12.59,14.19,12.59,14.19,12.9,1.29,10.0,228970,308023.604,汽车配件
71,300643.SZ,万通智控,4,20191204,15.18,15.61,14.91,15.61,14.19,1.42,10.007,121772,187077.751,汽车配件
0,300643.SZ,万通智控,5,20191205,16.94,17.17,16.51,17.17,15.61,1.56,9.9936,141008,238763.992,汽车配件
1,300643.SZ,万通智控,6,20191206,18.0,18.89,17.21,18.89,17.17,1.72,10.0175,472022,866905.996,汽车配件
2,002351.SZ,漫步者,4,20191209,22.2,23.13,22.08,23.13,21.03,2.1,9.9857,893326,2042926.957,IT设备
3,600712.SH,南宁百货,4,20191209,5.87,5.87,5.87,5.87,5.34,0.53,9.9251,12806,7517.292,百货
4,600712.SH,南宁百货,5,20191210,6.46,6.46,6.46,6.46,5.87,0.59,10.0511,17146,11076.788,百货
5,002351.SZ,漫步者,5,20191210,24.04,25.44,23.5,25.44,23.13,2.31,9.987,645303,1584708.981,IT设备
6,600712.SH,南宁百货,6,20191211,7.11,7.11,7.11,7.11,6.46,0.65,10.0619,13795,9808.807,百货
7,600712.SH,南宁百货,7,20191212,7.82,7.82,7.82,7.82,7.11,0.71,9.9859,428488,335077.679,百货
8,600712.SH,南宁百货,8,20191213,8.4,8.6,8.32,8.6,7.82,0.78,9.9744,1828924,1564880.118,百货
9,600712.SH,南宁百货,9,20191216,8.57,9.46,8.13,9.46,8.6,0.86,10.0,1808614,1580162.392,百货
10,600695.SH,绿庭投资,3,20191217,6.76,6.89,6.52,6.89,6.26,0.63,10.0639,592452,401961.062,多元金融
11,002291.SZ,星期六,3,20191217,9.0,9.58,8.82,9.58,8.71,0.87,9.9885,534944,499447.66,服饰
12,601990.SH,南京证券,3,20191217,9.39,10.19,9.35,10.19,9.26,0.93,10.0432,2227128,2183275.301,证券
13,688258.SH,卓易信息,4,20191218,94.11,94.81,88.01,94.81,79.01,15.8,19.9975,56477,524981.717,软件服务
14,600695.SH,绿庭投资,4,20191218,7.58,7.58,7.45,7.58,6.89,0.69,10.0145,245125,185592.304,多元金融
15,002291.SZ,星期六,4,20191218,9.38,10.54,9.3,10.54,9.58,0.96,10.0209,565517,575131.112,服饰
16,601990.SH,南京证券,4,20191218,10.71,11.21,10.68,11.21,10.19,1.02,10.0098,3080801,3406762.246,证券
17,600695.SH,绿庭投资,5,20191219,8.0,8.34,7.66,8.34,7.58,0.76,10.0264,1254370,1011634.866,多元金融
18,002291.SZ,星期六,5,20191219,11.05,11.59,10.75,11.59,10.54,1.05,9.962,420085,477979.244,服饰
19,002291.SZ,星期六,6,20191220,12.18,12.75,11.82,12.75,11.59,1.16,10.0086,247837,308400.56,服饰
20,300112.SZ,万讯自控,4,20191223,11.75,11.75,11.22,11.75,10.68,1.07,10.0187,688286,805943.053,电器仪表
21,300707.SZ,威唐工业,3,20191224,15.51,15.99,15.05,15.99,14.54,1.45,9.9725,95834,150486.124,专用机械
22,300707.SZ,威唐工业,4,20191225,17.59,17.59,17.59,17.59,15.99,1.6,10.0063,29615,52092.785,专用机械
23,300707.SZ,威唐工业,5,20191226,18.0,19.35,17.68,19.35,17.59,1.76,10.0057,288010,533571.3,专用机械
24,300707.SZ,威唐工业,6,20191227,20.7,21.29,20.26,21.29,19.35,1.94,10.0258,305027,640876.874,专用机械
25,603598.SH,引力传媒,5,20191230,15.48,15.69,14.52,15.69,14.26,1.43,10.0281,468944,725200.455,影视音像
26,603399.SH,吉翔股份,3,20191231,12.2,13.5,12.0,13.5,12.27,1.23,10.0244,803196,1035714.359,小金属
27,000955.SZ,欣龙控股,3,20200102,8.6,9.02,8.32,9.02,8.2,0.82,10.0,2128851,1870901.955,纺织
28,603196.SH,日播时尚,3,20200102,10.87,11.23,10.5,11.23,10.21,1.02,9.9902,253351,281174.694,服饰
29,603366.SH,日出东方,3,20200102,6.15,6.29,6.03,6.29,5.72,0.57,9.965,259119,161613.633,家用电器
30,002385.SZ,大北农,3,20200102,5.48,5.48,5.48,5.48,4.98,0.5,10.0402,566075,310209.165,饲料
31,600678.SH,四川金顶,3,20200102,8.15,8.59,8.15,8.59,7.81,0.78,9.9872,454345,384776.148,水泥
32,600223.SH,鲁商发展,3,20200102,9.27,9.27,9.27,9.27,8.43,0.84,9.9644,22752,21091.66,区域地产
33,600053.SH,九鼎投资,3,20200102,27.97,27.97,27.97,27.97,25.43,2.54,9.9882,9217,25780.76,多元金融
34,603880.SH,南卫股份,3,20200102,11.9,12.86,11.27,12.86,11.69,1.17,10.0086,223315,272600.985,医疗保健
35,603366.SH,日出东方,4,20200103,6.82,6.92,6.7,6.92,6.29,0.63,10.0159,182011,125304.515,家用电器
36,600053.SH,九鼎投资,4,20200103,29.77,30.77,29.31,30.77,27.97,2.8,10.0107,270960,819890.205,多元金融
37,002385.SZ,大北农,4,20200103,6.03,6.03,6.03,6.03,5.48,0.55,10.0365,246527,148655.907,饲料
38,002385.SZ,大北农,5,20200106,6.63,6.63,6.63,6.63,6.03,0.6,9.9502,124423,82492.86,饲料
39,002385.SZ,大北农,6,20200107,7.29,7.29,7.29,7.29,6.63,0.66,9.9548,91526,66723.095,饲料
40,002385.SZ,大北农,7,20200108,8.02,8.02,8.02,8.02,7.29,0.73,10.0137,2176805,1745797.866,饲料
41,300087.SZ,荃银高科,5,20200109,16.05,16.36,15.32,16.36,14.87,1.49,10.0202,726757,1176364.641,种植业
42,002277.SZ,友阿股份,2,20200110,4.1,4.1,4.1,4.1,3.73,0.37,9.9196,221204,90693.881,百货
43,300312.SZ,邦讯技术,2,20200110,6.4,6.74,6.21,6.74,6.13,0.61,9.9511,620808,404289.117,通信设备
44,300598.SZ,诚迈科技,2,20200110,156.0,164.19,155.0,164.19,149.26,14.93,10.0027,67134,1077460.103,软件服务
45,603773.SH,沃格光电,2,20200110,44.36,44.36,44.36,44.36,40.33,4.03,9.9926,23339,103534.333,元器件
46,601010.SH,文峰股份,2,20200110,3.75,3.75,3.62,3.75,3.41,0.34,9.9707,1248972,466235.105,超市连锁
47,002641.SZ,永高股份,2,20200110,6.02,6.02,6.02,6.02,5.47,0.55,10.0548,51298,30881.901,塑料
48,002740.SZ,爱迪尔,2,20200110,8.25,9.08,8.02,9.08,8.25,0.83,10.0606,269347,235410.531,服饰
49,002277.SZ,友阿股份,3,20200113,4.25,4.51,4.11,4.51,4.1,0.41,10.0,2274840,1000764.28,百货
50,002641.SZ,永高股份,3,20200113,6.32,6.62,6.12,6.62,6.02,0.6,9.9668,421534,274138.116,塑料
51,002235.SZ,安妮股份,3,20200114,12.04,12.5,11.91,12.5,11.36,1.14,10.0352,772873,957339.278,互联网
52,600327.SH,大东方,3,20200114,4.84,4.91,4.71,4.91,4.46,0.45,10.0897,745489,363554.005,汽车服务
53,603888.SH,新华网,3,20200115,30.73,32.32,29.97,32.32,29.38,2.94,10.0068,488495,1546155.805,互联网
54,002837.SZ,英维克,3,20200115,24.3,25.3,23.68,25.3,23.0,2.3,10.0,234196,575042.179,专用机械
55,002837.SZ,英维克,4,20200116,26.1,27.83,26.1,27.83,25.3,2.53,10.0,133054,361894.634,专用机械
56,002837.SZ,英维克,5,20200117,29.0,30.61,27.72,30.61,27.83,2.78,9.9892,288678,843156.526,专用机械
57,688278.SH,特宝生物,4,20200120,32.5,48.44,31.99,42.85,35.3,7.55,21.3881,242604,940436.017,生物制药
58,000700.SZ,模塑科技,4,20200120,8.55,9.23,8.55,9.23,8.39,0.84,10.0119,1077016,973924.375,汽车配件
59,000700.SZ,模塑科技,5,20200121,9.51,10.15,9.51,10.15,9.23,0.92,9.9675,1278343,1280511.262,汽车配件
60,688278.SH,特宝生物,5,20200121,44.0,51.0,43.1,49.4,42.85,6.55,15.2859,184339,882266.139,生物制药
61,000700.SZ,模塑科技,6,20200122,10.58,11.17,9.65,11.17,10.15,1.02,10.0493,1895964,2004658.546,汽车配件
62,000700.SZ,模塑科技,7,20200123,11.0,12.29,10.7,12.29,11.17,1.12,10.0269,1782108,2108341.988,汽车配件
63,600513.SH,联环药业,6,20200203,14.69,14.69,14.69,14.69,13.35,1.34,10.0375,45294,66538.193,化学制药
64,600513.SH,联环药业,7,20200204,15.28,16.16,14.98,16.16,14.69,1.47,10.0068,617594,975687.79,化学制药
65,600513.SH,联环药业,8,20200205,16.92,17.78,16.66,17.78,16.16,1.62,10.0248,271020,469876.084,化学制药
66,600513.SH,联环药业,9,20200206,19.56,19.56,19.2,19.56,17.78,1.78,10.0112,121190,236748.426,化学制药
67,600513.SH,联环药业,10,20200207,21.52,21.52,20.5,21.52,19.56,1.96,10.0204,553948,1186895.502,化学制药
68,300051.SZ,三五互联,8,20200210,13.63,13.63,13.01,13.63,12.39,1.24,10.0081,1057719,1439839.284,互联网
69,002239.SZ,奥特佳,6,20200211,3.17,3.17,3.17,3.17,2.88,0.29,10.0694,821885,260537.836,汽车配件
70,300160.SZ,秀强股份,6,20200211,6.98,7.03,6.7,7.03,6.39,0.64,10.0156,603635,420719.339,玻璃
71,300160.SZ,秀强股份,7,20200212,7.73,7.73,7.42,7.73,7.03,0.7,9.9573,432206,333490.738,玻璃
72,300160.SZ,秀强股份,8,20200213,8.5,8.5,8.5,8.5,7.73,0.77,9.9612,108953,92610.22,玻璃
73,300160.SZ,秀强股份,9,20200214,8.69,9.35,8.69,9.35,8.5,0.85,10.0,898280,821902.807,玻璃
74,300160.SZ,秀强股份,10,20200217,9.5,10.29,9.02,10.29,9.35,0.94,10.0535,1125092,1098971.333,玻璃
75,300160.SZ,秀强股份,11,20200218,11.0,11.32,10.71,11.32,10.29,1.03,10.0097,1015717,1130503.755,玻璃
76,002613.SZ,北玻股份,6,20200219,4.62,4.62,4.62,4.62,4.2,0.42,10.0,93242,43078.173,专用机械
77,300102.SZ,乾照光电,5,20200220,7.0,7.29,7.0,7.29,6.63,0.66,9.9548,641334,462786.179,半导体
78,300102.SZ,乾照光电,6,20200221,8.02,8.02,8.02,8.02,7.29,0.73,10.0137,69507,55744.982,半导体
0,000004.SZ,国华网安,5,20200224,37.8,37.8,37.8,37.8,34.36,3.44,10.0116,14243,53838.88,互联网
1,002239.SZ,奥特佳,5,20200224,5.2,5.59,5.16,5.59,5.08,0.51,10.0394,3717475,2029453.317,汽车配件
2,002239.SZ,奥特佳,6,20200225,5.54,6.15,5.36,6.15,5.59,0.56,10.0179,4796695,2845257.702,汽车配件
3,000004.SZ,国华网安,6,20200225,40.0,41.58,36.7,41.58,37.8,3.78,10.0,279365,1111662.193,互联网
4,600237.SH,铜峰电子,6,20200226,6.15,6.15,5.91,6.15,5.59,0.56,10.0179,1829415,1122796.143,元器件
5,002160.SZ,常铝股份,6,20200226,7.02,7.28,6.62,7.28,6.62,0.66,9.9698,1876139,1341865.626,铝
6,002824.SZ,和胜股份,6,20200226,18.58,18.58,18.58,18.58,16.89,1.69,10.0059,20635,38341.595,铝
7,600237.SH,铜峰电子,7,20200227,5.54,6.77,5.54,6.77,6.15,0.62,10.0813,1956114,1196192.731,元器件
8,002824.SZ,和胜股份,7,20200227,20.44,20.44,20.44,20.44,18.58,1.86,10.0108,14082,28784.732,铝
9,002062.SZ,宏润建设,3,20200228,3.97,4.54,3.91,4.54,4.13,0.41,9.9274,648251,286991.404,建筑工程
10,600579.SH,克劳斯,3,20200228,7.74,7.74,7.55,7.74,7.04,0.7,9.9432,184436,142743.234,化工机械
11,688396.SH,华润微,3,20200228,39.51,50.35,39.51,47.8,42.01,5.79,13.7824,1017946,4699500.399,半导体
12,002158.SZ,汉钟精机,3,20200228,12.07,13.35,11.94,13.35,12.14,1.21,9.9671,825661,1080723.101,工程机械
13,300382.SZ,斯莱克,3,20200228,6.78,7.58,6.36,7.58,6.89,0.69,10.0145,380759,280582.328,专用机械
14,002158.SZ,汉钟精机,4,20200302,14.0,14.69,13.85,14.69,13.35,1.34,10.0375,186595,270258.055,工程机械
15,300382.SZ,斯莱克,4,20200302,8.2,8.34,7.82,8.34,7.58,0.76,10.0264,249012,204039.299,专用机械
16,002062.SZ,宏润建设,4,20200302,4.99,4.99,4.99,4.99,4.54,0.45,9.9119,46795,23351.054,建筑工程
17,600579.SH,克劳斯,4,20200302,8.51,8.51,7.48,8.51,7.74,0.77,9.9483,601333,503628.474,化工机械
18,600579.SH,克劳斯,5,20200303,8.14,9.36,8.14,9.36,8.51,0.85,9.9882,559953,492413.514,化工机械
19,002062.SZ,宏润建设,5,20200303,5.49,5.49,5.49,5.49,4.99,0.5,10.02,24938,13691.434,建筑工程
20,002158.SZ,汉钟精机,5,20200303,16.16,16.16,15.42,16.16,14.69,1.47,10.0068,526048,843090.412,工程机械
21,600579.SH,克劳斯,6,20200304,9.63,10.3,9.63,10.3,9.36,0.94,10.0427,317132,321426.489,化工机械
22,002062.SZ,宏润建设,6,20200304,6.04,6.04,6.04,6.04,5.49,0.55,10.0182,389952,235531.406,建筑工程
23,002062.SZ,宏润建设,7,20200305,6.64,6.64,6.64,6.64,6.04,0.6,9.9338,507798,337178.117,建筑工程
24,600579.SH,克劳斯,7,20200305,11.0,11.33,10.54,11.33,10.3,1.03,10.0,766711,849657.562,化工机械
25,002062.SZ,宏润建设,8,20200306,7.05,7.3,7.03,7.3,6.64,0.66,9.9398,2875267,2086965.084,建筑工程
26,600550.SH,保变电气,8,20200309,6.25,6.69,6.25,6.69,6.08,0.61,10.0329,1062216,696510.315,电气设备
27,600550.SH,保变电气,9,20200310,6.89,7.36,6.22,7.36,6.69,0.67,10.0149,2226330,1549090.068,电气设备
28,600550.SH,保变电气,10,20200311,7.9,8.1,7.41,8.1,7.36,0.74,10.0543,2449309,1919703.829,电气设备
29,002676.SZ,顺威股份,4,20200312,4.8,4.8,4.8,4.8,4.36,0.44,10.0917,174951,83976.806,塑料
30,002227.SZ,奥特迅,4,20200312,16.8,18.73,15.62,18.73,17.03,1.7,9.9824,347737,628910.737,电气设备
31,603042.SH,华脉科技,4,20200312,22.5,24.53,22.5,24.53,22.3,2.23,10.0,318783,763885.917,通信设备
32,603042.SH,华脉科技,5,20200313,25.2,26.98,25.2,26.98,24.53,2.45,9.9878,164271,426862.297,通信设备
33,002676.SZ,顺威股份,5,20200313,4.88,5.28,4.82,5.28,4.8,0.48,10.0,1652450,849441.672,塑料
34,002676.SZ,顺威股份,6,20200316,5.23,5.81,5.23,5.81,5.28,0.53,10.0379,766098,430119.425,塑料
35,002873.SZ,新天药业,3,20200317,22.36,22.36,22.36,22.36,20.33,2.03,9.9852,8594,19216.877,中成药
36,002953.SZ,日丰股份,3,20200317,30.1,35.93,30.1,35.93,32.66,3.27,10.0122,113859,399902.248,电气设备
37,000663.SZ,*ST永林,3,20200317,5.76,5.76,5.51,5.76,5.24,0.52,9.9237,443490,255004.159,林业
38,002560.SZ,通达股份,3,20200317,8.24,8.24,8.24,8.24,7.49,0.75,10.0134,202296,166692.719,电气设备
39,600683.SH,京投发展,3,20200317,5.21,5.4,4.91,5.4,4.91,0.49,9.9796,702598,374771.432,区域地产
40,002560.SZ,通达股份,4,20200318,9.06,9.06,8.66,9.06,8.24,0.82,9.9515,679867,613528.619,电气设备
41,002873.SZ,新天药业,4,20200318,24.6,24.6,24.6,24.6,22.36,2.24,10.0179,16466,40506.483,中成药
42,002953.SZ,日丰股份,4,20200318,39.52,39.52,39.52,39.52,35.93,3.59,9.9917,15622,61738.144,电气设备
43,002873.SZ,新天药业,5,20200319,26.0,27.06,24.95,27.06,24.6,2.46,10.0,285147,748870.614,中成药
44,002953.SZ,日丰股份,5,20200319,43.47,43.47,43.47,43.47,39.52,3.95,9.9949,28152,122379.569,电气设备
45,002560.SZ,通达股份,5,20200319,9.4,9.97,8.72,9.97,9.06,0.91,10.0442,1262542,1195681.25,电气设备
46,002953.SZ,日丰股份,6,20200320,47.82,47.82,45.47,47.82,43.47,4.35,10.0069,92903,443690.278,电气设备
47,300293.SZ,蓝英装备,5,20200323,12.9,13.53,12.58,13.53,12.3,1.23,10.0,707991,927472.92,专用机械
48,000889.SZ,中嘉博创,2,20200324,10.02,10.02,9.8,10.02,9.11,0.91,9.989,366929,367486.298,通信设备
49,002559.SZ,亚威股份,2,20200324,7.03,7.24,7.02,7.24,6.58,0.66,10.0304,413699,297547.364,机床制造
50,002150.SZ,通润装备,2,20200324,6.84,7.24,6.82,7.24,6.58,0.66,10.0304,358590,254792.547,机械基件
51,600560.SH,金自天正,2,20200324,11.96,11.96,10.2,11.96,10.87,1.09,10.0276,485804,563384.714,电气设备
52,300310.SZ,宜通世纪,2,20200324,6.8,7.35,6.41,7.35,6.68,0.67,10.0299,2464010,1688383.211,通信设备
53,600560.SH,金自天正,3,20200325,13.16,13.16,11.91,13.16,11.96,1.2,10.0334,648745,840666.503,电气设备
54,000889.SZ,中嘉博创,3,20200325,11.0,11.02,10.88,11.02,10.02,1.0,9.98,199282,219427.143,通信设备
55,002150.SZ,通润装备,3,20200325,7.85,7.96,7.68,7.96,7.24,0.72,9.9448,137811,108714.176,机械基件
56,002559.SZ,亚威股份,3,20200325,7.96,7.96,7.96,7.96,7.24,0.72,9.9448,51931,41337.187,机床制造
57,002731.SZ,萃华珠宝,3,20200326,7.99,7.99,7.99,7.99,7.26,0.73,10.0551,50088,40021.015,服饰
58,300141.SZ,和顺电气,3,20200326,11.48,11.48,10.65,11.48,10.44,1.04,9.9617,497741,563022.824,电气设备
59,600983.SH,惠而浦,2,20200327,5.2,5.2,5.2,5.2,4.73,0.47,9.9366,25529,13275.434,家用电器
60,603551.SH,奥普家居,2,20200327,18.11,19.89,18.11,19.89,18.08,1.81,10.0111,125831,240011.368,家居用品
61,688228.SH,开普云,2,20200327,100.2,105.0,90.0,90.06,59.26,30.8,51.9744,96249,925535.179,互联网
62,600191.SH,华资实业,2,20200327,5.62,5.93,5.45,5.93,5.39,0.54,10.0186,509212,294083.873,食品
63,300273.SZ,和佳医疗,2,20200327,6.33,6.62,6.27,6.62,6.02,0.6,9.9668,497839,321146.121,医疗保健
64,600983.SH,惠而浦,3,20200330,5.72,5.72,5.57,5.72,5.2,0.52,10.0,253677,144917.778,家用电器
65,600191.SH,华资实业,3,20200330,5.63,6.52,5.46,6.52,5.93,0.59,9.9494,578441,352074.421,食品
66,600191.SH,华资实业,4,20200331,7.1,7.17,6.9,7.17,6.52,0.65,9.9693,430577,307636.695,食品
67,600983.SH,惠而浦,4,20200331,5.55,6.29,5.31,6.29,5.72,0.57,9.965,599781,358576.894,家用电器
68,600127.SH,金健米业,3,20200401,8.15,8.15,7.73,8.15,7.41,0.74,9.9865,1723026,1388197.733,农业综合
69,603997.SH,继峰股份,3,20200401,9.03,9.03,9.03,9.03,8.21,0.82,9.9878,49884,45045.36,汽车配件
70,603997.SH,继峰股份,4,20200402,9.5,9.93,9.13,9.93,9.03,0.9,9.9668,484272,466625.851,汽车配件
